업소명,소재지(도로명),소재지(지번),소재지전화
오똑이밥상,"부산광역시 연제구 마곡천로 29-5, 1층 (연산동)",부산광역시 연제구 연산동 2015번지 7호  ,
수정성인룸크럽,부산광역시 연제구 중앙대로 1116-9 (연산동),부산광역시 연제구 연산동 724번지 6호  ,
술마시는 싱싱노래방,부산광역시 연제구 반송로 13-10 (연산동),부산광역시 연제구 연산동 723번지 14호  , 051- 868-5587
7080태평양,부산광역시 연제구 반송로 13-8 (연산동),부산광역시 연제구 연산동 723번지 16호  , 051- 868-6466
영노래주점,부산광역시 연제구 거제천로230번길 98 (연산동),부산광역시 연제구 연산동 723번지 2호  , 051- 867-8877
쟈넬노래주점,"부산광역시 연제구 중앙대로 1116-11 (연산동,연산4동)",부산광역시 연제구 연산동 724번지 7호 연산4동 ,051 -868 -6585
천하팡팡,부산광역시 연제구 중앙대로1120번길 13 (연산동),부산광역시 연제구 연산동 675번지 16호  , 051- 852-1254
메리트,부산광역시 연제구 중앙대로 1116-8 (연산동),부산광역시 연제구 연산동 726번지 13호  , 051- 867-9448
술마시는 도화 노래방,부산광역시 연제구 반송로 16 (연산동),부산광역시 연제구 연산동 728번지 1호  , 051- 864-4375
카네기 실내포장,부산광역시 연제구 중앙대로1120번길 14-6 (연산동),부산광역시 연제구 연산동 724번지 9호  ,
썬,부산광역시 연제구 반송로 13-5 (연산동),부산광역시 연제구 연산동 726번지 12호 지하1층 ,051 -867 -2929
올리브,부산광역시 연제구 과정로 156 (연산동),부산광역시 연제구 연산동 478번지 7호  ,051 -758 -9491
초콜릿,부산광역시 연제구 고분로13번길 5-20 (연산동),부산광역시 연제구 연산동 603번지 11호  ,051 -865 -5200
지하철4번출구,부산광역시 연제구 월드컵대로 119 (연산동),부산광역시 연제구 연산동 709번지 15호  , 051- 865-0378
골든소주노래주점,부산광역시 연제구 고분로 5-2 (연산동),부산광역시 연제구 연산동 729번지 7호  ,
황금마차포장센타,부산광역시 연제구 반송로 13-8 (연산동),부산광역시 연제구 연산동 723번지 16호  , 051- 867-2482
시바스포장센타,부산광역시 연제구 월드컵대로 117 (연산동),부산광역시 연제구 연산동 709번지 16호  , 051- 851-4111
하와이,부산광역시 연제구 거제천로182번길 60 (연산동),부산광역시 연제구 연산동 1127번지 4호  , 051- 861-0074
더킹노래주점,"부산광역시 연제구 반송로 19, 지하1층 (연산동)",부산광역시 연제구 연산동 723번지 4호  ,051 -866 -5507
뉴월드관광나이트클럽,부산광역시 연제구 중앙대로 1119 (연산동),부산광역시 연제구 연산동 1124번지 5호  , 051- 863-5490
둥지노래주점,부산광역시 연제구 중앙대로 1116-9 (연산동),부산광역시 연제구 연산동 724번지 6호  ,051 -867 -3233
연산강강 포장센타,부산광역시 연제구 고분로13번길 5-20 (연산동),부산광역시 연제구 연산동 603번지 11호  , 051- 867-8838
야시궁,부산광역시 연제구 반송로 17 (연산동),부산광역시 연제구 연산동 723번지 29호  , 051- 865-0682
킹스맨,부산광역시 연제구 반송로 15 (연산동),부산광역시 연제구 연산동 723번지 18호  , 051- 866-7327
중년클럽,부산광역시 연제구 고분로 7-2 (연산동),부산광역시 연제구 연산동 730번지 1호  , 051- 851-4321
돌풍스텐드포장센타,부산광역시 연제구 중앙대로1120번길 14-6 (연산동),부산광역시 연제구 연산동 724번지 9호  , 051- 862-2373
앤2노래주점,부산광역시 연제구 거제천로230번길 96 (연산동),부산광역시 연제구 연산동 723번지 1호  , 051- 864-8839
설탕미인관,부산광역시 연제구 반송로 26 (연산동),부산광역시 연제구 연산동 603번지 4호  , 051- 866-6401
탱탱노래방주점,"부산광역시 연제구 반송로 9-1, 지하1층 (연산동)",부산광역시 연제구 연산동 726번지 5호  , 051- 863-0294
장보고 포장 스탠드,부산광역시 연제구 중앙대로 1116-4 (연산동),부산광역시 연제구 연산동 726번지 15호  , 051- 866-2000
바나나퓨전클럽,부산광역시 연제구 중앙대로 1121 (연산동),부산광역시 연제구 연산동 1124번지 25호  , 051- 503-3361
영웅클럽,부산광역시 연제구 반송로 12 (연산동),부산광역시 연제구 연산동 729번지 1호  , 051- 863-9595
필,부산광역시 연제구 반송로 13-10 (연산동),부산광역시 연제구 연산동 723번지 14호  , 051- 865-6663
굿타임,부산광역시 연제구 반송로 26-1 (연산동),부산광역시 연제구 연산동 603번지 3호  , 051- 852-7063
야명,부산광역시 연제구 중앙대로 1116-11 (연산동),부산광역시 연제구 연산동 724번지 7호  , 051- 864-5897
한국관포장센타,부산광역시 연제구 중앙대로 1116-5 (연산동),부산광역시 연제구 연산동 724번지 5호  , 051- 868-8181
쿨,부산광역시 연제구 반송로 13-1 (연산동),부산광역시 연제구 연산동 726번지 4호  ,
원샷노래주점,부산광역시 연제구 고분로 7-2 (연산동),부산광역시 연제구 연산동 730번지 1호  , 051- 864-2500
천년가요,부산광역시 연제구 반송로 14-1 (연산동),부산광역시 연제구 연산동 728번지 3호  , 051- 866-3666
오션술마시는노래방,부산광역시 연제구 반송로 17 (연산동),부산광역시 연제구 연산동 723번지 29호  , 051- 863-4004
궁전노래주점,부산광역시 연제구 고분로 13 (연산동),부산광역시 연제구 연산동 730번지 16호  , 051- 868-3694
월정노래방주점,부산광역시 연제구 거제천로182번길 45 (연산동),부산광역시 연제구 연산동 1124번지 4호  , 051- 555-1160
뉴스타술마시는노래방,부산광역시 연제구 월드컵대로99번길 38 (연산동),부산광역시 연제구 연산동 708번지 2호  , 051- 526-1684
발리노래주점,부산광역시 연제구 중앙대로1120번길 13-4 (연산동),부산광역시 연제구 연산동 677번지 8호  , 051- 862-2823
조양노래주점,부산광역시 연제구 월드컵대로120번길 18 (연산동),부산광역시 연제구 연산동 731번지 8호  , 051- 851-4356
규리노래방,부산광역시 연제구 반송로 24 (연산동),부산광역시 연제구 연산동 603번지 5호  , 051- 853-9933
케이투,부산광역시 연제구 반송로 30 (연산동),부산광역시 연제구 연산동 603번지 1호  , 051- 865-6681
비엠더블유,부산광역시 연제구 중앙대로1120번길 13-5 (연산동),부산광역시 연제구 연산동 675번지 7호  , 051- 867-9898
밀크걸노래주점,부산광역시 연제구 반송로 14 (연산동),부산광역시 연제구 연산동 728번지 2호  , 051- 852-7441
스피드,부산광역시 연제구 반송로 19 (연산동),부산광역시 연제구 연산동 723번지 4호  , 051- 514-1825
하늘소 노래하는 라이브 주점,부산광역시 연제구 고분로 7-2 (연산동),부산광역시 연제구 연산동 730번지 1호  , 051- 863-6353
비행기 술마시는 노래방,부산광역시 연제구 과정로 175-1 (연산동),부산광역시 연제구 연산동 418번지 9호  , 051- 754-4215
희락 노래방주점,부산광역시 연제구 반송로 32-8 (연산동),부산광역시 연제구 연산동 603번지 47호  , 051- 868-8226
월정,부산광역시 연제구 반송로 32-8 (연산동),부산광역시 연제구 연산동 603번지 47호 (3층) , 051- 865-4488
술마시는 즐거운 노래방,부산광역시 연제구 반송로 32-17 (연산동),부산광역시 연제구 연산동 590번지 28호  , 051- 853-1237
황실술마시는노래방,부산광역시 연제구 반송로 32-19 (연산동),부산광역시 연제구 연산동 590번지 29호  , 051- 868-2598
갤럭시,부산광역시 연제구 반송로 13-7 (연산동),부산광역시 연제구 연산동 726번지 11호  , 051- 851-3722
주전자미인관,부산광역시 연제구 고분로13번길 5-20 (연산동),부산광역시 연제구 연산동 603번지 11호  , 051- 851-7789
R-아서 노래마당,부산광역시 연제구 중앙대로 1116-8 (연산동),부산광역시 연제구 연산동 726번지 13호  , 051- 853-2581
궁전,부산광역시 연제구 중앙대로1043번길 11 (연산동),부산광역시 연제구 연산동 1359번지 2호  ,051 -865 -8113
남자이야기,부산광역시 연제구 반송로 26 (연산동),부산광역시 연제구 연산동 603번지 4호  ,
제우스,부산광역시 연제구 중앙대로 1116-4 (연산동),부산광역시 연제구 연산동 726번지 15호  , 051- 862-3284
카스,부산광역시 연제구 중앙대로 1116-4 (연산동),부산광역시 연제구 연산동 726번지 15호  , 051- 862-3284
텔미 노래방,부산광역시 연제구 중앙대로1120번길 14-5 (연산동),부산광역시 연제구 연산동 723번지 12호 (지하1층) , 051- 852-7474
챔피온 포장센타,부산광역시 연제구 고분로13번길 5-8 (연산동),부산광역시 연제구 연산동 603번지 37호  , 051- 867-4348
파라다이스,부산광역시 연제구 중앙대로 1116-4 (연산동),부산광역시 연제구 연산동 726번지 15호  , 051- 863-0666
쭈쭈노래주점,부산광역시 연제구 반송로 18-6 (연산동),부산광역시 연제구 연산동 603번지 54호  ,051 -864 -6969
메아리노래방,부산광역시 연제구 고분로 13 (연산동),부산광역시 연제구 연산동 730번지 16호  , 051- 864-0715
제우스미인관,부산광역시 연제구 반송로 26 (연산동),부산광역시 연제구 연산동 603번지 4호  , 051- 867-3040
로얄노래점,부산광역시 연제구 월드컵대로114번길 29 (연산동),부산광역시 연제구 연산동 731번지 3호  , 051- 864-1005
유진,부산광역시 연제구 중앙대로1120번길 15 (연산동),부산광역시 연제구 연산동 677번지 20호  , 051- 868-1991
비 노래타운,"부산광역시 연제구 반송로 30, 석산빌딩 지하1층 (연산동)",부산광역시 연제구 연산동 603번지 1호 석산빌딩 , 051- 863-0977
용궁,부산광역시 연제구 반송로 9-1 (연산동),부산광역시 연제구 연산동 726번지 5호  , 051- 862-9500
여궁노래주점,부산광역시 연제구 중앙대로1120번길 20 (연산동),부산광역시 연제구 연산동 723번지 10호  , 051- 853-1039
보그노래주점,부산광역시 연제구 월드컵대로165번길 33 (연산동),부산광역시 연제구 연산동 1289번지 7호  ,051 -868 -0881
술있는노래방,부산광역시 연제구 과정로237번길 115 (연산동),부산광역시 연제구 연산동 417번지 20호  , 051- 757-8588
동경룸가라오케,부산광역시 연제구 고분로 7-2 (연산동),부산광역시 연제구 연산동 730번지 1호  , 051- 868-9889
와,부산광역시 연제구 월드컵대로 126 (연산동),부산광역시 연제구 연산동 739번지 17호  , 051- 506-2826
샤벨노래주점,부산광역시 연제구 과정로 171 (연산동),부산광역시 연제구 연산동 418번지 20호  , 051- 752-0799
엣지,부산광역시 연제구 고분로 5-1 (연산동),부산광역시 연제구 연산동 729번지 8호  , 051- 864-0857
앵콜,부산광역시 연제구 중앙대로1120번길 9 (연산동),부산광역시 연제구 연산동 675번지 17호  , 051- 852-7793
여미궁,부산광역시 연제구 고분로 5-2 (연산동),부산광역시 연제구 연산동 729번지 7호  , 051- 862-5800
겐조,부산광역시 연제구 고분로 5-2 (연산동),부산광역시 연제구 연산동 729번지 7호  , 051- 862-7710
힛트,부산광역시 연제구 고분로13번길 5-16 (연산동),부산광역시 연제구 연산동 603번지 38호  , 051- 867-3031
럭셔리,부산광역시 연제구 고분로 5-2 (연산동),부산광역시 연제구 연산동 729번지 7호  ,
궁전노래주점,부산광역시 연제구 중앙대로1124번길 26 (연산동),부산광역시 연제구 연산동 677번지 7호  , 051- 863-2975
아리랑포장센타,부산광역시 연제구 월드컵대로145번길 11 (연산동),부산광역시 연제구 연산동 1242번지 6호  , 051- 865-6805
파라다이스미인관,부산광역시 연제구 반송로 26-1 (연산동),부산광역시 연제구 연산동 603번지 3호  , 051- 867-6928
모란봉미인관,부산광역시 연제구 반송로 26-1 (연산동),부산광역시 연제구 연산동 603번지 3호  , 051- 864-9229
홍콩,부산광역시 연제구 반송로 26-1 (연산동),부산광역시 연제구 연산동 603번지 3호  ,
벤츠노래주점,"부산광역시 연제구 중앙대로 1116-8 (연산동,,14)","부산광역시 연제구 연산동 726번지 13호 ,14 ", 051- 867-8533
올래올래,부산광역시 연제구 월드컵대로99번길 37 (연산동),부산광역시 연제구 연산동 707번지 2호  , 051- 867-1755
놈놈놈,부산광역시 연제구 반송로 11 (연산동),부산광역시 연제구 연산동 726번지 1호  ,
장미노래주점,부산광역시 연제구 과정로 171-1 (연산동),부산광역시 연제구 연산동 418번지 10호  , 051- 759-2822
도연노래방주점,부산광역시 연제구 중앙대로 1124 (연산동),부산광역시 연제구 연산동 675번지 11호  , 051- 851-4848
스타술마시는노래방주점,부산광역시 연제구 거제천로182번길 45 (연산동),부산광역시 연제구 연산동 1124번지 4호  , 051- 862-4506
천연노래주점,부산광역시 연제구 중앙대로 1118 (연산동),부산광역시 연제구 연산동 724번지 8호  , 051- 868-9966
늘봄노래주점,부산광역시 연제구 거제천로230번길 88 (연산동),부산광역시 연제구 연산동 677번지 11호  , 051- 863-6220
버킹검노래주점,부산광역시 연제구 고분로13번길 11 (연산동),부산광역시 연제구 연산동 603번지 29호  , 051- 868-0010
화이트,부산광역시 연제구 거제천로182번길 54 (연산동),부산광역시 연제구 연산동 1127번지 3호  , 051- 851-5413
얼짱술마시는노래방,부산광역시 연제구 고분로13번길 11 (연산동),부산광역시 연제구 연산동 603번지 29호  ,051 -861 -0362
아모르,부산광역시 연제구 반송로 19 (연산동),부산광역시 연제구 연산동 723번지 4호  , 051- 862-0489
자이안트 라이브클럽,부산광역시 연제구 월드컵대로 144 (연산동),부산광역시 연제구 연산동 1126번지 12호  ,
아라비안Ⅰ,부산광역시 연제구 월드컵대로164번길 26 (연산동),부산광역시 연제구 연산동 1127번지 1호  , 051- 863-1757
오륙도포장센타,부산광역시 연제구 반송로 13-8 (연산동),부산광역시 연제구 연산동 723번지 16호  , 051- 861-3337
명품포장클럽,부산광역시 연제구 중앙대로 1116-5 (연산동),부산광역시 연제구 연산동 724번지 5호  , 051- 863-8011
바나나룸미인관,부산광역시 연제구 반송로 28 (연산동),부산광역시 연제구 연산동 603번지 2호  ,
우물룸미인관,부산광역시 연제구 반송로 28 (연산동),부산광역시 연제구 연산동 603번지 2호  , 051- 755-1189
애플,부산광역시 연제구 반송로 28 (연산동),부산광역시 연제구 연산동 603번지 2호  , 051- 867-6829
에쿠스 술마시는 노래방,부산광역시 연제구 고분로13번길 11 (연산동),부산광역시 연제구 연산동 603번지 29호  , 051- 868-5480
웰컴노래방주점,부산광역시 연제구 고분로13번길 47 (연산동),부산광역시 연제구 연산동 590번지 13호  , 051- 851-0337
벤츠노래주점,부산광역시 연제구 고분로13번길 5 (연산동),부산광역시 연제구 연산동 603번지 22호  , 051- 861-0093
바비브라운,부산광역시 연제구 월드컵대로 141 (연산동),부산광역시 연제구 연산동 1242번지 2호  , 051- 851-7574
오페라노래주점,부산광역시 연제구 고분로13번길 47 (연산동),부산광역시 연제구 연산동 590번지 13호  , 051- 852-3314
연산,부산광역시 연제구 중앙대로1120번길 17 (연산동),부산광역시 연제구 연산동 677번지 19호  , 051- 865-6946
별노래주점,부산광역시 연제구 고분로 5-2 (연산동),부산광역시 연제구 연산동 729번지 7호  , 051- 865-6901
시원,부산광역시 연제구 반송로 19 (연산동),"부산광역시 연제구 연산동 723번지 4,5호  ", 051- 863-9842
상상비즈니스,부산광역시 연제구 중앙대로 1131 (연산동),부산광역시 연제구 연산동 1124번지 1호  , 051- 852-6670
오란다 노래주점,부산광역시 연제구 중앙대로1124번길 30 (연산동),부산광역시 연제구 연산동 677번지 10호  ,051 -867 -0268
기린,부산광역시 연제구 거제천로182번길 42-1 (연산동),부산광역시 연제구 연산동 1127번지 27호  , 051- 864-1314
사파이어,부산광역시 연제구 거제천로182번길 42-1 (연산동),부산광역시 연제구 연산동 1127번지 27호  , 051- 851-2333
헤라노래주점,부산광역시 연제구 월드컵대로164번길 26 (연산동),부산광역시 연제구 연산동 1127번지 1호  , 051- 863-1756
가성노래주점,부산광역시 연제구 월드컵대로111번길 6-17 (연산동),부산광역시 연제구 연산동 708번지 21호  ,
포시즌포장스탠드,"부산광역시 연제구 중앙대로1120번길 14-7 (연산동,해암빌딩)",부산광역시 연제구 연산동 723번지 15호 해암빌딩 ,051 -861 -0056
마인더비지니스,부산광역시 연제구 월드컵대로145번길 5 (연산동),부산광역시 연제구 연산동 1242번지 5호  , 051- 866-3038
오색노래주점,부산광역시 연제구 중앙대로1120번길 13 (연산동),부산광역시 연제구 연산동 675번지 16호  , 051-8635- 354
타임스텐드포장센타,부산광역시 연제구 고분로 7 (연산동),부산광역시 연제구 연산동 730번지 20호  , 051- 853-1600
짱2 노래주점,부산광역시 연제구 고분로 7 (연산동),부산광역시 연제구 연산동 730번지 20호  , 051- 868-5444
락시노래주점,부산광역시 연제구 고분로 7 (연산동),부산광역시 연제구 연산동 730번지 20호  , 051- 853-1600
오로라,부산광역시 연제구 고분로 7 (연산동),부산광역시 연제구 연산동 730번지 20호  , 051- 853-1004
술마시는 신라노래방,부산광역시 연제구 반송로 34 (연산동),부산광역시 연제구 연산동 590번지 37호  ,
유토피아포장스텐드,부산광역시 연제구 중앙대로1120번길 14-7 (연산동),부산광역시 연제구 연산동 723번지 15호  , 051- 861-1155
올래,부산광역시 연제구 월드컵대로 145 (연산동),부산광역시 연제구 연산동 1241번지 1호 지하1층 , 051- 867-8889
돈텔마마 노래방,"부산광역시 연제구 월드컵대로 145 (연산동,(지상3층))",부산광역시 연제구 연산동 1241번지 1호 (지상3층) , 051- 863-3712
더블유노래주점,부산광역시 연제구 월드컵대로 145 (지상4층)동 (연산동),부산광역시 연제구 연산동 1241번지 1호  (지상4층)동 ,051 -865 -5585
오층노래주점,부산광역시 연제구 월드컵대로 145 (연산동),부산광역시 연제구 연산동 1241번지 1호 (5층) ,
제이에스클럽,"부산광역시 연제구 월드컵대로 148, 5층 (연산동)",부산광역시 연제구 연산동 1127번지 6호  , 051- 863-0081
춘화도,"부산광역시 연제구 월드컵대로 148 (연산동,(지상3층))",부산광역시 연제구 연산동 1127번지 6호 (지상3층) , 051- 851-0126
수,"부산광역시 연제구 월드컵대로 148 (연산동,(6층))",부산광역시 연제구 연산동 1127번지 6호 (6층) , 051- 851-9777
홍도노래주점,부산광역시 연제구 월드컵대로 148 (연산동),부산광역시 연제구 연산동 1127번지 6호  , 051- 853-6060
에이스,부산광역시 연제구 월드컵대로 148 (연산동),부산광역시 연제구 연산동 1127번지 6호 (2층) , 051- 868-1777
바카스노래주점,부산광역시 연제구 중앙대로1120번길 15 (연산동),부산광역시 연제구 연산동 677번지 20호  ,
그랜드노래주점,부산광역시 연제구 월드컵대로119번길 31 (연산동),부산광역시 연제구 연산동 707번지 1호  , 051- 868-8859
코코스노래방주점,"부산광역시 연제구 중앙대로 1116-8 (연산동,외 1필지(14번지))",부산광역시 연제구 연산동 726번지 13호 외 1필지(14번지) , 051- 867-6556
대벌포장스탠드,부산광역시 연제구 반송로 20 (연산동),부산광역시 연제구 연산동 603번지 10호  ,051 -853 -8501
발리포장스텐드,"부산광역시 연제구 월드컵대로 152 (연산동,(402호))",부산광역시 연제구 연산동 1127번지 7호 (402호) ,
신세계,"부산광역시 연제구 월드컵대로 148, 4층 (연산동)",부산광역시 연제구 연산동 1127번지 6호  , 051- 867-8886
세븐,"부산광역시 연제구 월드컵대로 148 (연산동,(7층))",부산광역시 연제구 연산동 1127번지 6호 (7층) ,
발리포장노래주점,"부산광역시 연제구 월드컵대로 152 (연산동,(401호))",부산광역시 연제구 연산동 1127번지 7호 (401호) ,
브이아이피,"부산광역시 연제구 반송로 13-8 (연산동,외 1필지)",부산광역시 연제구 연산동 723번지 16호 외 1필지 , 051- 867-0002
시작,"부산광역시 연제구 중앙대로1120번길 14-7 (연산동,(지상4층))",부산광역시 연제구 연산동 723번지 15호 (지상4층) ,051 -851 -2121
야시,부산광역시 연제구 월드컵대로 140 (연산동),부산광역시 연제구 연산동 1126번지 9호  ,
무지개노래주점,"부산광역시 연제구 월드컵대로 146-1 (연산동,(3층))",부산광역시 연제구 연산동 1127번지 15호 (3층) , 051- 852-6072
황금알,"부산광역시 연제구 중앙대로1120번길 7 (연산동,(지하1층))",부산광역시 연제구 연산동 675번지 8호 (지하1층) , 051- 852-8686
조아노래방,부산광역시 연제구 중앙대로 1116-8 (연산동),부산광역시 연제구 연산동 726번지 13호  ,
블루노트,부산광역시 연제구 월드컵대로 148 (연산동),부산광역시 연제구 연산동 1127번지 6호  , 051-862 -9080
야구장,"부산광역시 연제구 반송로 20 (연산동,지하2층)",부산광역시 연제구 연산동 603번지 10호 지하2층 , 051- 852-8697
강강노래주점,부산광역시 연제구 고분로13번길 5-20 (연산동),부산광역시 연제구 연산동 603번지 11호  , 051- 867-8838
금호,부산광역시 연제구 중앙대로1120번길 8 (연산동),부산광역시 연제구 연산동 724번지 2호  , 051- 861-5009
블랙로즈,부산광역시 연제구 중앙대로1120번길 14-5 (연산동),부산광역시 연제구 연산동 723번지 12호  , 051-8627-7799
신바람노래주점,부산광역시 연제구 중앙대로1120번길 14-6 (연산동),부산광역시 연제구 연산동 724번지 9호  , 051- 868-8603
택시,부산광역시 연제구 반송로 26 (연산동),부산광역시 연제구 연산동 603번지 4호  ,
복(福),부산광역시 연제구 반송로 26 (연산동),부산광역시 연제구 연산동 603번지 4호  , 051- 866-1721
아우디,부산광역시 연제구 반송로 32-8 (연산동),부산광역시 연제구 연산동 603번지 47호  ,
땡벌노래주점,부산광역시 연제구 고분로13번길 5-20 (연산동),부산광역시 연제구 연산동 603번지 11호  ,
지중해,부산광역시 연제구 반송로 6 (연산동),부산광역시 연제구 연산동 729번지 14호 청우빌딩 지하1층 , 051- 853-7554
블루노래주점,부산광역시 연제구 반송로 18-6 (연산동),부산광역시 연제구 연산동 603번지 54호  , 051- 864-6325
라이브 라온,부산광역시 연제구 반송로 13-10 (연산동),부산광역시 연제구 연산동 723번지 14호  ,
술마시는쇼노래방,"부산광역시 연제구 거제천로182번길 60 (연산동,지상2층일부)",부산광역시 연제구 연산동 1127번지 4호 지상2층일부 , 051- 852-6161
황후 술마시는 노래방,부산광역시 연제구 중앙대로1120번길 8 (연산동),부산광역시 연제구 연산동 724번지 2호  , 051- 853-8635
황제스탠드나이트,"부산광역시 연제구 월드컵대로 146 (연산동,지상4층)",부산광역시 연제구 연산동 1127번지 5호 지상4층 ,051 -852 -0097
황태자노래주점,"부산광역시 연제구 월드컵대로 146 (연산동,지상5층일부)",부산광역시 연제구 연산동 1127번지 5호 지상5층일부 ,051 -853 -4422
토마토,"부산광역시 연제구 월드컵대로 146 (연산동,9층)",부산광역시 연제구 연산동 1127번지 5호 9층 ,051 -851 -6663
술마시는 창 노래방,"부산광역시 연제구 월드컵대로 148 (연산동,1층)",부산광역시 연제구 연산동 1127번지 6호 1층 ,051 -866 -7071
불나비포장 센타,"부산광역시 연제구 월드컵대로 146 (연산동,3층)",부산광역시 연제구 연산동 1127번지 5호 3층 ,
초콜렛,"부산광역시 연제구 중앙대로 1121 (연산동,5층)",부산광역시 연제구 연산동 1124번지 25호 5층 ,051 -852 -6200
씨엔엔,부산광역시 연제구 중앙대로 1121 (연산동),부산광역시 연제구 연산동 1124번지 25호  ,051 -852 -9889
초이스,"부산광역시 연제구 중앙대로1120번길 19 (연산동,지상1층)",부산광역시 연제구 연산동 677번지 22호 지상1층 ,051 -852 -6330
준코뮤직타운 연산점,"부산광역시 연제구 월드컵대로 146 (연산동,지상2층)",부산광역시 연제구 연산동 1127번지 5호 지상2층 ,051 -867 -2235
스와니,"부산광역시 연제구 월드컵대로 146 (연산동,5층일부)",부산광역시 연제구 연산동 1127번지 5호 5층일부 ,051 -853 -4422
이영화7080 라이브,부산광역시 연제구 중앙대로1120번길 14-7 (연산동),부산광역시 연제구 연산동 723번지 15호 (6층) ,
스타일,"부산광역시 연제구 월드컵대로 146 (연산동,7층)",부산광역시 연제구 연산동 1127번지 5호 7층 ,051 -853 -0150
여보여보 노래주점,부산광역시 연제구 중앙대로 1131 (연산동),부산광역시 연제구 연산동 1124번지 1호 지하2층 ,051 -853 -7341
코아,"부산광역시 연제구 월드컵대로 146 (연산동,(8층))",부산광역시 연제구 연산동 1127번지 5호 (8층) ,051 -853 -6623
소나무,부산광역시 연제구 반송로 20 (연산동),부산광역시 연제구 연산동 603번지 10호  ,051 -851 -6620
여성시대,"부산광역시 연제구 반송로 30 (연산동,(지하1층일부))",부산광역시 연제구 연산동 603번지 1호 (지하1층일부) ,051 -864 -5551
황금마차주점,"부산광역시 연제구 반송로 13-8 (연산동,(2층 일부))",부산광역시 연제구 연산동 723번지 16호 (2층 일부) ,
카라노래주점,"부산광역시 연제구 중앙대로1120번길 8 (연산동,지상4층)",부산광역시 연제구 연산동 724번지 2호 지상4층 ,
엠제이노래타운,"부산광역시 연제구 월드컵대로 152 (연산동,CMC빌딩 702호)",부산광역시 연제구 연산동 1127번지 7호 CMC빌딩 702호 ,051 -866 -7079
불노래주점,"부산광역시 연제구 월드컵대로 146 (연산동,(지상3층일부))",부산광역시 연제구 연산동 1127번지 5호 (지상3층일부) ,
7080 세시봉 라이브,부산광역시 연제구 고분로 5 (연산동),부산광역시 연제구 연산동 729번지 9호 외 1필지 지하1층 ,051 -868 -2388
더블유,부산광역시 연제구 반송로 8 (연산동),부산광역시 연제구 연산동 729번지 3호  ,
호박,부산광역시 연제구 중앙대로1120번길 13-8 (연산동),부산광역시 연제구 연산동 677번지 3호  ,
락휴노래타운,"부산광역시 연제구 월드컵대로 146 (연산동,지상6층)",부산광역시 연제구 연산동 1127번지 5호 지상6층 ,051 -853 -7123
나이스,"부산광역시 연제구 고분로 7 (연산동,지상5층)",부산광역시 연제구 연산동 730번지 20호 지상5층 ,
대아노래주점,"부산광역시 연제구 중앙대로1120번길 14-4 (연산동,(지하1층))",부산광역시 연제구 연산동 724번지 11호 (지하1층) ,051 -867 -6065
환희노래방주점,부산광역시 연제구 반송로 13 (연산동),부산광역시 연제구 연산동 723번지 19호 지하1층 ,051 -852 -6559
설탕노래방,부산광역시 연제구 거제천로182번길 60 (연산동),부산광역시 연제구 연산동 1127번지 4호 지상1층 ,051 -852 -6456
팔도노래주점,"부산광역시 연제구 중앙대로1120번길 8 (연산동,(3층))",부산광역시 연제구 연산동 724번지 2호 (3층) ,
샤인노래주점,"부산광역시 연제구 월드컵대로 149 (연산동,한울빌딩지하1층)",부산광역시 연제구 연산동 1241번지 5호 한울빌딩지하1층 ,
황태자,부산광역시 연제구 고분로 7 (연산동),부산광역시 연제구 연산동 730번지 20호  ,
VIP술마시는노래방,부산광역시 연제구 월드컵대로111번길 46 (연산동),부산광역시 연제구 연산동 705번지 5호 (지하1층) ,
단비술마시는 노래방,부산광역시 연제구 중앙대로1120번길 10 (연산동),부산광역시 연제구 연산동 724번지 1호  ,051 -864 -1144
후술마시는노래방,부산광역시 연제구 월드컵대로145번길 20 (연산동),부산광역시 연제구 연산동 1244번지 2호 (2층) ,
중독술마시는노래방,부산광역시 연제구 월드컵대로 149 (연산동),부산광역시 연제구 연산동 1241번지 5호 (3층) ,
아리수 술마시는 노래방,부산광역시 연제구 거제천로182번길 42 (연산동),부산광역시 연제구 연산동 1127번지 25호 (2층) ,051 -851 -4358
지엔지,부산광역시 연제구 거제천로182번길 50 (연산동),부산광역시 연제구 연산동 1127번지 2호 (2층일부) ,051 -852 -0388
헤라,부산광역시 연제구 거제천로182번길 50 (연산동),부산광역시 연제구 연산동 1127번지 2호 (2층일부) ,051 -852 -0677
리젠트 노래주점,"부산광역시 연제구 월드컵대로164번길 26, 1층 (연산동)",부산광역시 연제구 연산동 1127번지 1호  ,
두꺼비노래주점,"부산광역시 연제구 반송로 13-2, 지하1층 (연산동)",부산광역시 연제구 연산동 723번지 19호  ,051 -865 -9709
대경,"부산광역시 연제구 거제천로182번길 46, 3층 (연산동)",부산광역시 연제구 연산동 1127번지 32호  ,
쥬얼리노래방주점,"부산광역시 연제구 월드컵대로153번길 10, 2층 (연산동)",부산광역시 연제구 연산동 1255번지 31호  ,
마혜진 작은음악회,"부산광역시 연제구 중앙대로 1116-11, 3층 (연산동)",부산광역시 연제구 연산동 724번지 7호  ,
아우라,"부산광역시 연제구 고분로 7-1, 4층 (연산동)",부산광역시 연제구 연산동 730번지 2호  ,
요정노래주점,"부산광역시 연제구 거제천로182번길 50, 3층 (연산동)",부산광역시 연제구 연산동 1127번지 2호  ,
